,Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
25623,Montana,1 wk ahead,Bin,percent,1.4,1.5,9.99870016897803e-07
25624,Montana,1 wk ahead,Bin,percent,1.5,1.6,9.99870016897803e-07
25625,Montana,1 wk ahead,Bin,percent,1.6,1.7,9.99870016897803e-07
25626,Montana,1 wk ahead,Bin,percent,1.7,1.8,9.99870016897803e-07
25627,Montana,1 wk ahead,Bin,percent,1.8,1.9,9.99870016897803e-07
25628,Montana,1 wk ahead,Bin,percent,1.9,2.0,9.99870016897803e-07
25629,Montana,1 wk ahead,Bin,percent,2.0,2.1,9.99870016897803e-07
25630,Montana,1 wk ahead,Bin,percent,2.1,2.2,9.99870016897803e-07
25631,Montana,1 wk ahead,Bin,percent,2.2,2.3,9.99870016897803e-07
25632,Montana,1 wk ahead,Bin,percent,2.3,2.4,9.99870016897803e-07
25633,Montana,1 wk ahead,Bin,percent,2.4,2.5,9.99870016897803e-07
25634,Montana,1 wk ahead,Bin,percent,2.5,2.6,9.99870016897803e-07
25635,Montana,1 wk ahead,Bin,percent,2.6,2.7,9.99870016897803e-07
25636,Montana,1 wk ahead,Bin,percent,2.7,2.8,9.99870016897803e-07
25637,Montana,1 wk ahead,Bin,percent,2.8,2.9,9.99870016897803e-07
25638,Montana,1 wk ahead,Bin,percent,2.9,3.0,9.99870016897803e-07
25639,Montana,1 wk ahead,Bin,percent,3.0,3.1,9.99870016897803e-07
25640,Montana,1 wk ahead,Bin,percent,3.1,3.2,9.99870016897803e-07
25641,Montana,1 wk ahead,Bin,percent,3.2,3.3,9.99870016897803e-07
25642,Montana,1 wk ahead,Bin,percent,3.3,3.4,9.99870016897803e-07
25643,Montana,1 wk ahead,Bin,percent,3.4,3.5,9.99870016897803e-07
25644,Montana,1 wk ahead,Bin,percent,3.5,3.6,9.99870016897803e-07
25645,Montana,1 wk ahead,Bin,percent,3.6,3.7,9.99870016897803e-07
25646,Montana,1 wk ahead,Bin,percent,3.7,3.8,9.99870016897803e-07
25647,Montana,1 wk ahead,Bin,percent,3.8,3.9,9.99870016897803e-07
25648,Montana,1 wk ahead,Bin,percent,3.9,4.0,9.99870016897803e-07
25649,Montana,1 wk ahead,Bin,percent,4.0,4.1,9.99870016897803e-07
25650,Montana,1 wk ahead,Bin,percent,4.1,4.2,9.99870016897803e-07
25651,Montana,1 wk ahead,Bin,percent,4.2,4.3,9.99870016897803e-07
25652,Montana,1 wk ahead,Bin,percent,4.3,4.4,9.99870016897803e-07
25653,Montana,1 wk ahead,Bin,percent,4.4,4.5,9.99870016897803e-07
25654,Montana,1 wk ahead,Bin,percent,4.5,4.6,9.99870016897803e-07
25655,Montana,1 wk ahead,Bin,percent,4.6,4.7,9.99870016897803e-07
25656,Montana,1 wk ahead,Bin,percent,4.7,4.8,9.99870016897803e-07
25657,Montana,1 wk ahead,Bin,percent,4.8,4.9,9.99870016897803e-07
25658,Montana,1 wk ahead,Bin,percent,4.9,5.0,9.99870016897803e-07
25659,Montana,1 wk ahead,Bin,percent,5.0,5.1,9.99870016897803e-07
25660,Montana,1 wk ahead,Bin,percent,5.1,5.2,9.99870016897803e-07
25661,Montana,1 wk ahead,Bin,percent,5.2,5.3,9.99870016897803e-07
25662,Montana,1 wk ahead,Bin,percent,5.3,5.4,9.99870016897803e-07
25663,Montana,1 wk ahead,Bin,percent,5.4,5.5,9.99870016897803e-07
25664,Montana,1 wk ahead,Bin,percent,5.5,5.6,9.99870016897803e-07
25665,Montana,1 wk ahead,Bin,percent,5.6,5.7,9.99870016897803e-07
25666,Montana,1 wk ahead,Bin,percent,5.7,5.8,9.99870016897803e-07
25667,Montana,1 wk ahead,Bin,percent,5.8,5.9,9.99870016897803e-07
25668,Montana,1 wk ahead,Bin,percent,5.9,6.0,9.99870016897803e-07
25669,Montana,1 wk ahead,Bin,percent,6.0,6.1,9.99870016897803e-07
25670,Montana,1 wk ahead,Bin,percent,6.1,6.2,9.99870016897803e-07
25671,Montana,1 wk ahead,Bin,percent,6.2,6.3,9.99870016897803e-07
25672,Montana,1 wk ahead,Bin,percent,6.3,6.4,9.99870016897803e-07
25673,Montana,1 wk ahead,Bin,percent,6.4,6.5,9.99870016897803e-07
25674,Montana,1 wk ahead,Bin,percent,6.5,6.6,9.99870016897803e-07
25675,Montana,1 wk ahead,Bin,percent,6.6,6.7,9.99870016897803e-07
25676,Montana,1 wk ahead,Bin,percent,6.7,6.8,9.99870016897803e-07
25677,Montana,1 wk ahead,Bin,percent,6.8,6.9,9.99870016897803e-07
25678,Montana,1 wk ahead,Bin,percent,6.9,7.0,9.99870016897803e-07
25679,Montana,1 wk ahead,Bin,percent,7.0,7.1,9.99870016897803e-07
25680,Montana,1 wk ahead,Bin,percent,7.1,7.2,9.99870016897803e-07
25681,Montana,1 wk ahead,Bin,percent,7.2,7.3,9.99870016897803e-07
25682,Montana,1 wk ahead,Bin,percent,7.3,7.4,9.99870016897803e-07
25683,Montana,1 wk ahead,Bin,percent,7.4,7.5,9.99870016897803e-07
25684,Montana,1 wk ahead,Bin,percent,7.5,7.6,9.99870016897803e-07
25685,Montana,1 wk ahead,Bin,percent,7.6,7.7,9.99870016897803e-07
25686,Montana,1 wk ahead,Bin,percent,7.7,7.8,9.99870016897803e-07
25687,Montana,1 wk ahead,Bin,percent,7.8,7.9,9.99870016897803e-07
25688,Montana,1 wk ahead,Bin,percent,7.9,8.0,9.99870016897803e-07
25689,Montana,1 wk ahead,Bin,percent,8.0,8.1,9.99870016897803e-07
25690,Montana,1 wk ahead,Bin,percent,8.1,8.2,9.99870016897803e-07
25691,Montana,1 wk ahead,Bin,percent,8.2,8.3,9.99870016897803e-07
25692,Montana,1 wk ahead,Bin,percent,8.3,8.4,9.99870016897803e-07
25693,Montana,1 wk ahead,Bin,percent,8.4,8.5,9.99870016897803e-07
25694,Montana,1 wk ahead,Bin,percent,8.5,8.6,9.99870016897803e-07
25695,Montana,1 wk ahead,Bin,percent,8.6,8.7,9.99870016897803e-07
25696,Montana,1 wk ahead,Bin,percent,8.7,8.8,9.99870016897803e-07
25697,Montana,1 wk ahead,Bin,percent,8.8,8.9,9.99870016897803e-07
25698,Montana,1 wk ahead,Bin,percent,8.9,9.0,9.99870016897803e-07
25699,Montana,1 wk ahead,Bin,percent,9.0,9.1,9.99870016897803e-07
25700,Montana,1 wk ahead,Bin,percent,9.1,9.2,9.99870016897803e-07
25701,Montana,1 wk ahead,Bin,percent,9.2,9.3,9.99870016897803e-07
25702,Montana,1 wk ahead,Bin,percent,9.3,9.4,9.99870016897803e-07
25703,Montana,1 wk ahead,Bin,percent,9.4,9.5,9.99870016897803e-07
25704,Montana,1 wk ahead,Bin,percent,9.5,9.6,9.99870016897803e-07
25705,Montana,1 wk ahead,Bin,percent,9.6,9.7,9.99870016897803e-07
25706,Montana,1 wk ahead,Bin,percent,9.7,9.8,9.99870016897803e-07
25707,Montana,1 wk ahead,Bin,percent,9.8,9.9,9.99870016897803e-07
25708,Montana,1 wk ahead,Bin,percent,9.9,10.0,9.99870016897803e-07
25709,Montana,1 wk ahead,Bin,percent,10.0,10.1,9.99870016897803e-07
25710,Montana,1 wk ahead,Bin,percent,10.1,10.2,9.99870016897803e-07
25711,Montana,1 wk ahead,Bin,percent,10.2,10.3,9.99870016897803e-07
25712,Montana,1 wk ahead,Bin,percent,10.3,10.4,9.99870016897803e-07
25713,Montana,1 wk ahead,Bin,percent,10.4,10.5,9.99870016897803e-07
25714,Montana,1 wk ahead,Bin,percent,10.5,10.6,9.99870016897803e-07
25715,Montana,1 wk ahead,Bin,percent,10.6,10.7,9.99870016897803e-07
25716,Montana,1 wk ahead,Bin,percent,10.7,10.8,9.99870016897803e-07
25717,Montana,1 wk ahead,Bin,percent,10.8,10.9,9.99870016897803e-07
25718,Montana,1 wk ahead,Bin,percent,10.9,11.0,9.99870016897803e-07
25719,Montana,1 wk ahead,Bin,percent,11.0,11.1,9.99870016897803e-07
25720,Montana,1 wk ahead,Bin,percent,11.1,11.2,9.99870016897803e-07
25721,Montana,1 wk ahead,Bin,percent,11.2,11.3,9.99870016897803e-07
25722,Montana,1 wk ahead,Bin,percent,11.3,11.4,9.99870016897803e-07
25723,Montana,1 wk ahead,Bin,percent,11.4,11.5,9.99870016897803e-07
25724,Montana,1 wk ahead,Bin,percent,11.5,11.6,9.99870016897803e-07
25725,Montana,1 wk ahead,Bin,percent,11.6,11.7,9.99870016897803e-07
25726,Montana,1 wk ahead,Bin,percent,11.7,11.8,9.99870016897803e-07
25727,Montana,1 wk ahead,Bin,percent,11.8,11.9,9.99870016897803e-07
25728,Montana,1 wk ahead,Bin,percent,11.9,12.0,9.99870016897803e-07
25729,Montana,1 wk ahead,Bin,percent,12.0,12.1,9.99870016897803e-07
25730,Montana,1 wk ahead,Bin,percent,12.1,12.2,9.99870016897803e-07
25731,Montana,1 wk ahead,Bin,percent,12.2,12.3,9.99870016897803e-07
25732,Montana,1 wk ahead,Bin,percent,12.3,12.4,9.99870016897803e-07
25733,Montana,1 wk ahead,Bin,percent,12.4,12.5,9.99870016897803e-07
25734,Montana,1 wk ahead,Bin,percent,12.5,12.6,9.99870016897803e-07
25735,Montana,1 wk ahead,Bin,percent,12.6,12.7,9.99870016897803e-07
25736,Montana,1 wk ahead,Bin,percent,12.7,12.8,9.99870016897803e-07
25737,Montana,1 wk ahead,Bin,percent,12.8,12.9,9.99870016897803e-07
25738,Montana,1 wk ahead,Bin,percent,12.9,13.0,9.99870016897803e-07
25739,Montana,1 wk ahead,Bin,percent,13.0,100,9.99870016897803e-07
25740,Montana,2 wk ahead,Point,percent,,,0.14554508891114182
25741,Montana,2 wk ahead,Bin,percent,0.0,0.1,0.9448772209612748
25742,Montana,2 wk ahead,Bin,percent,0.1,0.2,0.05299405777248956
25743,Montana,2 wk ahead,Bin,percent,0.2,0.3,0.00200073790407247
25744,Montana,2 wk ahead,Bin,percent,0.3,0.4,9.99870016897803e-07
25745,Montana,2 wk ahead,Bin,percent,0.4,0.5,9.99870016897803e-07
25746,Montana,2 wk ahead,Bin,percent,0.5,0.6,9.99870016897803e-07
25747,Montana,2 wk ahead,Bin,percent,0.6,0.7,9.99870016897803e-07
25748,Montana,2 wk ahead,Bin,percent,0.7,0.8,9.99870016897803e-07
25749,Montana,2 wk ahead,Bin,percent,0.8,0.9,9.99870016897803e-07
25750,Montana,2 wk ahead,Bin,percent,0.9,1.0,9.99870016897803e-07
25751,Montana,2 wk ahead,Bin,percent,1.0,1.1,9.99870016897803e-07
25752,Montana,2 wk ahead,Bin,percent,1.1,1.2,9.99870016897803e-07
25753,Montana,2 wk ahead,Bin,percent,1.2,1.3,9.99870016897803e-07
25754,Montana,2 wk ahead,Bin,percent,1.3,1.4,9.99870016897803e-07
25755,Montana,2 wk ahead,Bin,percent,1.4,1.5,9.99870016897803e-07
25756,Montana,2 wk ahead,Bin,percent,1.5,1.6,9.99870016897803e-07
25757,Montana,2 wk ahead,Bin,percent,1.6,1.7,9.99870016897803e-07
25758,Montana,2 wk ahead,Bin,percent,1.7,1.8,9.99870016897803e-07
25759,Montana,2 wk ahead,Bin,percent,1.8,1.9,9.99870016897803e-07
25760,Montana,2 wk ahead,Bin,percent,1.9,2.0,9.99870016897803e-07
25761,Montana,2 wk ahead,Bin,percent,2.0,2.1,9.99870016897803e-07
25762,Montana,2 wk ahead,Bin,percent,2.1,2.2,9.99870016897803e-07
25763,Montana,2 wk ahead,Bin,percent,2.2,2.3,9.99870016897803e-07
25764,Montana,2 wk ahead,Bin,percent,2.3,2.4,9.99870016897803e-07
25765,Montana,2 wk ahead,Bin,percent,2.4,2.5,9.99870016897803e-07
25766,Montana,2 wk ahead,Bin,percent,2.5,2.6,9.99870016897803e-07
25767,Montana,2 wk ahead,Bin,percent,2.6,2.7,9.99870016897803e-07
25768,Montana,2 wk ahead,Bin,percent,2.7,2.8,9.99870016897803e-07
25769,Montana,2 wk ahead,Bin,percent,2.8,2.9,9.99870016897803e-07
25770,Montana,2 wk ahead,Bin,percent,2.9,3.0,9.99870016897803e-07
25771,Montana,2 wk ahead,Bin,percent,3.0,3.1,9.99870016897803e-07
25772,Montana,2 wk ahead,Bin,percent,3.1,3.2,9.99870016897803e-07
25773,Montana,2 wk ahead,Bin,percent,3.2,3.3,9.99870016897803e-07
25774,Montana,2 wk ahead,Bin,percent,3.3,3.4,9.99870016897803e-07
25775,Montana,2 wk ahead,Bin,percent,3.4,3.5,9.99870016897803e-07
25776,Montana,2 wk ahead,Bin,percent,3.5,3.6,9.99870016897803e-07
25777,Montana,2 wk ahead,Bin,percent,3.6,3.7,9.99870016897803e-07
25778,Montana,2 wk ahead,Bin,percent,3.7,3.8,9.99870016897803e-07
25779,Montana,2 wk ahead,Bin,percent,3.8,3.9,9.99870016897803e-07
25780,Montana,2 wk ahead,Bin,percent,3.9,4.0,9.99870016897803e-07
25781,Montana,2 wk ahead,Bin,percent,4.0,4.1,9.99870016897803e-07
25782,Montana,2 wk ahead,Bin,percent,4.1,4.2,9.99870016897803e-07
25783,Montana,2 wk ahead,Bin,percent,4.2,4.3,9.99870016897803e-07
25784,Montana,2 wk ahead,Bin,percent,4.3,4.4,9.99870016897803e-07
25785,Montana,2 wk ahead,Bin,percent,4.4,4.5,9.99870016897803e-07
25786,Montana,2 wk ahead,Bin,percent,4.5,4.6,9.99870016897803e-07
25787,Montana,2 wk ahead,Bin,percent,4.6,4.7,9.99870016897803e-07
25788,Montana,2 wk ahead,Bin,percent,4.7,4.8,9.99870016897803e-07
25789,Montana,2 wk ahead,Bin,percent,4.8,4.9,9.99870016897803e-07
25790,Montana,2 wk ahead,Bin,percent,4.9,5.0,9.99870016897803e-07
25791,Montana,2 wk ahead,Bin,percent,5.0,5.1,9.99870016897803e-07
25792,Montana,2 wk ahead,Bin,percent,5.1,5.2,9.99870016897803e-07
25793,Montana,2 wk ahead,Bin,percent,5.2,5.3,9.99870016897803e-07
25794,Montana,2 wk ahead,Bin,percent,5.3,5.4,9.99870016897803e-07
25795,Montana,2 wk ahead,Bin,percent,5.4,5.5,9.99870016897803e-07
25796,Montana,2 wk ahead,Bin,percent,5.5,5.6,9.99870016897803e-07
25797,Montana,2 wk ahead,Bin,percent,5.6,5.7,9.99870016897803e-07
25798,Montana,2 wk ahead,Bin,percent,5.7,5.8,9.99870016897803e-07
25799,Montana,2 wk ahead,Bin,percent,5.8,5.9,9.99870016897803e-07
25800,Montana,2 wk ahead,Bin,percent,5.9,6.0,9.99870016897803e-07
25801,Montana,2 wk ahead,Bin,percent,6.0,6.1,9.99870016897803e-07
25802,Montana,2 wk ahead,Bin,percent,6.1,6.2,9.99870016897803e-07
25803,Montana,2 wk ahead,Bin,percent,6.2,6.3,9.99870016897803e-07
25804,Montana,2 wk ahead,Bin,percent,6.3,6.4,9.99870016897803e-07
25805,Montana,2 wk ahead,Bin,percent,6.4,6.5,9.99870016897803e-07
25806,Montana,2 wk ahead,Bin,percent,6.5,6.6,9.99870016897803e-07
25807,Montana,2 wk ahead,Bin,percent,6.6,6.7,9.99870016897803e-07
25808,Montana,2 wk ahead,Bin,percent,6.7,6.8,9.99870016897803e-07
25809,Montana,2 wk ahead,Bin,percent,6.8,6.9,9.99870016897803e-07
25810,Montana,2 wk ahead,Bin,percent,6.9,7.0,9.99870016897803e-07
25811,Montana,2 wk ahead,Bin,percent,7.0,7.1,9.99870016897803e-07
25812,Montana,2 wk ahead,Bin,percent,7.1,7.2,9.99870016897803e-07
25813,Montana,2 wk ahead,Bin,percent,7.2,7.3,9.99870016897803e-07
25814,Montana,2 wk ahead,Bin,percent,7.3,7.4,9.99870016897803e-07
25815,Montana,2 wk ahead,Bin,percent,7.4,7.5,9.99870016897803e-07
25816,Montana,2 wk ahead,Bin,percent,7.5,7.6,9.99870016897803e-07
25817,Montana,2 wk ahead,Bin,percent,7.6,7.7,9.99870016897803e-07
25818,Montana,2 wk ahead,Bin,percent,7.7,7.8,9.99870016897803e-07
25819,Montana,2 wk ahead,Bin,percent,7.8,7.9,9.99870016897803e-07
25820,Montana,2 wk ahead,Bin,percent,7.9,8.0,9.99870016897803e-07
25821,Montana,2 wk ahead,Bin,percent,8.0,8.1,9.99870016897803e-07
25822,Montana,2 wk ahead,Bin,percent,8.1,8.2,9.99870016897803e-07
25823,Montana,2 wk ahead,Bin,percent,8.2,8.3,9.99870016897803e-07
25824,Montana,2 wk ahead,Bin,percent,8.3,8.4,9.99870016897803e-07
25825,Montana,2 wk ahead,Bin,percent,8.4,8.5,9.99870016897803e-07
25826,Montana,2 wk ahead,Bin,percent,8.5,8.6,9.99870016897803e-07
25827,Montana,2 wk ahead,Bin,percent,8.6,8.7,9.99870016897803e-07
25828,Montana,2 wk ahead,Bin,percent,8.7,8.8,9.99870016897803e-07
25829,Montana,2 wk ahead,Bin,percent,8.8,8.9,9.99870016897803e-07
25830,Montana,2 wk ahead,Bin,percent,8.9,9.0,9.99870016897803e-07
25831,Montana,2 wk ahead,Bin,percent,9.0,9.1,9.99870016897803e-07
25832,Montana,2 wk ahead,Bin,percent,9.1,9.2,9.99870016897803e-07
25833,Montana,2 wk ahead,Bin,percent,9.2,9.3,9.99870016897803e-07
25834,Montana,2 wk ahead,Bin,percent,9.3,9.4,9.99870016897803e-07
25835,Montana,2 wk ahead,Bin,percent,9.4,9.5,9.99870016897803e-07
25836,Montana,2 wk ahead,Bin,percent,9.5,9.6,9.99870016897803e-07
25837,Montana,2 wk ahead,Bin,percent,9.6,9.7,9.99870016897803e-07
25838,Montana,2 wk ahead,Bin,percent,9.7,9.8,9.99870016897803e-07
25839,Montana,2 wk ahead,Bin,percent,9.8,9.9,9.99870016897803e-07
25840,Montana,2 wk ahead,Bin,percent,9.9,10.0,9.99870016897803e-07
25841,Montana,2 wk ahead,Bin,percent,10.0,10.1,9.99870016897803e-07
25842,Montana,2 wk ahead,Bin,percent,10.1,10.2,9.99870016897803e-07
25843,Montana,2 wk ahead,Bin,percent,10.2,10.3,9.99870016897803e-07
25844,Montana,2 wk ahead,Bin,percent,10.3,10.4,9.99870016897803e-07
25845,Montana,2 wk ahead,Bin,percent,10.4,10.5,9.99870016897803e-07
25846,Montana,2 wk ahead,Bin,percent,10.5,10.6,9.99870016897803e-07
25847,Montana,2 wk ahead,Bin,percent,10.6,10.7,9.99870016897803e-07
25848,Montana,2 wk ahead,Bin,percent,10.7,10.8,9.99870016897803e-07
25849,Montana,2 wk ahead,Bin,percent,10.8,10.9,9.99870016897803e-07
25850,Montana,2 wk ahead,Bin,percent,10.9,11.0,9.99870016897803e-07
25851,Montana,2 wk ahead,Bin,percent,11.0,11.1,9.99870016897803e-07
25852,Montana,2 wk ahead,Bin,percent,11.1,11.2,9.99870016897803e-07
25853,Montana,2 wk ahead,Bin,percent,11.2,11.3,9.99870016897803e-07
25854,Montana,2 wk ahead,Bin,percent,11.3,11.4,9.99870016897803e-07
25855,Montana,2 wk ahead,Bin,percent,11.4,11.5,9.99870016897803e-07
25856,Montana,2 wk ahead,Bin,percent,11.5,11.6,9.99870016897803e-07
25857,Montana,2 wk ahead,Bin,percent,11.6,11.7,9.99870016897803e-07
25858,Montana,2 wk ahead,Bin,percent,11.7,11.8,9.99870016897803e-07
25859,Montana,2 wk ahead,Bin,percent,11.8,11.9,9.99870016897803e-07
25860,Montana,2 wk ahead,Bin,percent,11.9,12.0,9.99870016897803e-07
25861,Montana,2 wk ahead,Bin,percent,12.0,12.1,9.99870016897803e-07
25862,Montana,2 wk ahead,Bin,percent,12.1,12.2,9.99870016897803e-07
25863,Montana,2 wk ahead,Bin,percent,12.2,12.3,9.99870016897803e-07
25864,Montana,2 wk ahead,Bin,percent,12.3,12.4,9.99870016897803e-07
25865,Montana,2 wk ahead,Bin,percent,12.4,12.5,9.99870016897803e-07
25866,Montana,2 wk ahead,Bin,percent,12.5,12.6,9.99870016897803e-07
25867,Montana,2 wk ahead,Bin,percent,12.6,12.7,9.99870016897803e-07
25868,Montana,2 wk ahead,Bin,percent,12.7,12.8,9.99870016897803e-07
25869,Montana,2 wk ahead,Bin,percent,12.8,12.9,9.99870016897803e-07
25870,Montana,2 wk ahead,Bin,percent,12.9,13.0,9.99870016897803e-07
25871,Montana,2 wk ahead,Bin,percent,13.0,100,9.99870016897803e-07
25872,Montana,3 wk ahead,Point,percent,,,0.11643191508827275
25873,Montana,3 wk ahead,Bin,percent,0.0,0.1,0.7309052513173286
25874,Montana,3 wk ahead,Bin,percent,0.1,0.2,0.22597139771829655
25875,Montana,3 wk ahead,Bin,percent,0.2,0.3,0.03899589153410055
25876,Montana,3 wk ahead,Bin,percent,0.3,0.4,0.004000475938128042
25877,Montana,3 wk ahead,Bin,percent,0.4,0.5,9.998700168978029e-07
25878,Montana,3 wk ahead,Bin,percent,0.5,0.6,9.998700168978029e-07
25879,Montana,3 wk ahead,Bin,percent,0.6,0.7,9.998700168978029e-07
25880,Montana,3 wk ahead,Bin,percent,0.7,0.8,9.998700168978029e-07
25881,Montana,3 wk ahead,Bin,percent,0.8,0.9,9.998700168978029e-07
25882,Montana,3 wk ahead,Bin,percent,0.9,1.0,9.998700168978029e-07
25883,Montana,3 wk ahead,Bin,percent,1.0,1.1,9.998700168978029e-07
25884,Montana,3 wk ahead,Bin,percent,1.1,1.2,9.998700168978029e-07
25885,Montana,3 wk ahead,Bin,percent,1.2,1.3,9.998700168978029e-07
25886,Montana,3 wk ahead,Bin,percent,1.3,1.4,9.998700168978029e-07
25887,Montana,3 wk ahead,Bin,percent,1.4,1.5,9.998700168978029e-07
25888,Montana,3 wk ahead,Bin,percent,1.5,1.6,9.998700168978029e-07
25889,Montana,3 wk ahead,Bin,percent,1.6,1.7,9.998700168978029e-07
25890,Montana,3 wk ahead,Bin,percent,1.7,1.8,9.998700168978029e-07
25891,Montana,3 wk ahead,Bin,percent,1.8,1.9,9.998700168978029e-07
25892,Montana,3 wk ahead,Bin,percent,1.9,2.0,9.998700168978029e-07
25893,Montana,3 wk ahead,Bin,percent,2.0,2.1,9.998700168978029e-07
25894,Montana,3 wk ahead,Bin,percent,2.1,2.2,9.998700168978029e-07
25895,Montana,3 wk ahead,Bin,percent,2.2,2.3,9.998700168978029e-07
25896,Montana,3 wk ahead,Bin,percent,2.3,2.4,9.998700168978029e-07
25897,Montana,3 wk ahead,Bin,percent,2.4,2.5,9.998700168978029e-07
25898,Montana,3 wk ahead,Bin,percent,2.5,2.6,9.998700168978029e-07
25899,Montana,3 wk ahead,Bin,percent,2.6,2.7,9.998700168978029e-07
25900,Montana,3 wk ahead,Bin,percent,2.7,2.8,9.998700168978029e-07
25901,Montana,3 wk ahead,Bin,percent,2.8,2.9,9.998700168978029e-07
25902,Montana,3 wk ahead,Bin,percent,2.9,3.0,9.998700168978029e-07
25903,Montana,3 wk ahead,Bin,percent,3.0,3.1,9.998700168978029e-07
25904,Montana,3 wk ahead,Bin,percent,3.1,3.2,9.998700168978029e-07
25905,Montana,3 wk ahead,Bin,percent,3.2,3.3,9.998700168978029e-07
25906,Montana,3 wk ahead,Bin,percent,3.3,3.4,9.998700168978029e-07
25907,Montana,3 wk ahead,Bin,percent,3.4,3.5,9.998700168978029e-07
25908,Montana,3 wk ahead,Bin,percent,3.5,3.6,9.998700168978029e-07
25909,Montana,3 wk ahead,Bin,percent,3.6,3.7,9.998700168978029e-07
25910,Montana,3 wk ahead,Bin,percent,3.7,3.8,9.998700168978029e-07
25911,Montana,3 wk ahead,Bin,percent,3.8,3.9,9.998700168978029e-07
25912,Montana,3 wk ahead,Bin,percent,3.9,4.0,9.998700168978029e-07
25913,Montana,3 wk ahead,Bin,percent,4.0,4.1,9.998700168978029e-07
25914,Montana,3 wk ahead,Bin,percent,4.1,4.2,9.998700168978029e-07
25915,Montana,3 wk ahead,Bin,percent,4.2,4.3,9.998700168978029e-07
25916,Montana,3 wk ahead,Bin,percent,4.3,4.4,9.998700168978029e-07
25917,Montana,3 wk ahead,Bin,percent,4.4,4.5,9.998700168978029e-07
25918,Montana,3 wk ahead,Bin,percent,4.5,4.6,9.998700168978029e-07
25919,Montana,3 wk ahead,Bin,percent,4.6,4.7,9.998700168978029e-07
25920,Montana,3 wk ahead,Bin,percent,4.7,4.8,9.998700168978029e-07
25921,Montana,3 wk ahead,Bin,percent,4.8,4.9,9.998700168978029e-07
25922,Montana,3 wk ahead,Bin,percent,4.9,5.0,9.998700168978029e-07
25923,Montana,3 wk ahead,Bin,percent,5.0,5.1,9.998700168978029e-07
25924,Montana,3 wk ahead,Bin,percent,5.1,5.2,9.998700168978029e-07
25925,Montana,3 wk ahead,Bin,percent,5.2,5.3,9.998700168978029e-07
25926,Montana,3 wk ahead,Bin,percent,5.3,5.4,9.998700168978029e-07
25927,Montana,3 wk ahead,Bin,percent,5.4,5.5,9.998700168978029e-07
25928,Montana,3 wk ahead,Bin,percent,5.5,5.6,9.998700168978029e-07
25929,Montana,3 wk ahead,Bin,percent,5.6,5.7,9.998700168978029e-07
25930,Montana,3 wk ahead,Bin,percent,5.7,5.8,9.998700168978029e-07
25931,Montana,3 wk ahead,Bin,percent,5.8,5.9,9.998700168978029e-07
25932,Montana,3 wk ahead,Bin,percent,5.9,6.0,9.998700168978029e-07
25933,Montana,3 wk ahead,Bin,percent,6.0,6.1,9.998700168978029e-07
25934,Montana,3 wk ahead,Bin,percent,6.1,6.2,9.998700168978029e-07
25935,Montana,3 wk ahead,Bin,percent,6.2,6.3,9.998700168978029e-07
25936,Montana,3 wk ahead,Bin,percent,6.3,6.4,9.998700168978029e-07
25937,Montana,3 wk ahead,Bin,percent,6.4,6.5,9.998700168978029e-07
25938,Montana,3 wk ahead,Bin,percent,6.5,6.6,9.998700168978029e-07
25939,Montana,3 wk ahead,Bin,percent,6.6,6.7,9.998700168978029e-07
25940,Montana,3 wk ahead,Bin,percent,6.7,6.8,9.998700168978029e-07
25941,Montana,3 wk ahead,Bin,percent,6.8,6.9,9.998700168978029e-07
25942,Montana,3 wk ahead,Bin,percent,6.9,7.0,9.998700168978029e-07
25943,Montana,3 wk ahead,Bin,percent,7.0,7.1,9.998700168978029e-07
25944,Montana,3 wk ahead,Bin,percent,7.1,7.2,9.998700168978029e-07
25945,Montana,3 wk ahead,Bin,percent,7.2,7.3,9.998700168978029e-07
25946,Montana,3 wk ahead,Bin,percent,7.3,7.4,9.998700168978029e-07
25947,Montana,3 wk ahead,Bin,percent,7.4,7.5,9.998700168978029e-07
25948,Montana,3 wk ahead,Bin,percent,7.5,7.6,9.998700168978029e-07
25949,Montana,3 wk ahead,Bin,percent,7.6,7.7,9.998700168978029e-07
25950,Montana,3 wk ahead,Bin,percent,7.7,7.8,9.998700168978029e-07
25951,Montana,3 wk ahead,Bin,percent,7.8,7.9,9.998700168978029e-07
25952,Montana,3 wk ahead,Bin,percent,7.9,8.0,9.998700168978029e-07
25953,Montana,3 wk ahead,Bin,percent,8.0,8.1,9.998700168978029e-07
25954,Montana,3 wk ahead,Bin,percent,8.1,8.2,9.998700168978029e-07
25955,Montana,3 wk ahead,Bin,percent,8.2,8.3,9.998700168978029e-07
25956,Montana,3 wk ahead,Bin,percent,8.3,8.4,9.998700168978029e-07
25957,Montana,3 wk ahead,Bin,percent,8.4,8.5,9.998700168978029e-07
25958,Montana,3 wk ahead,Bin,percent,8.5,8.6,9.998700168978029e-07
25959,Montana,3 wk ahead,Bin,percent,8.6,8.7,9.998700168978029e-07
25960,Montana,3 wk ahead,Bin,percent,8.7,8.8,9.998700168978029e-07
25961,Montana,3 wk ahead,Bin,percent,8.8,8.9,9.998700168978029e-07
25962,Montana,3 wk ahead,Bin,percent,8.9,9.0,9.998700168978029e-07
25963,Montana,3 wk ahead,Bin,percent,9.0,9.1,9.998700168978029e-07
