,Unnamed: 0,Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
17041,17041,Indiana,2 wk ahead,Bin,percent,1.2,1.3,0.018985129331868567
17042,17042,Indiana,2 wk ahead,Bin,percent,1.3,1.4,0.019983821032657542
17043,17043,Indiana,2 wk ahead,Bin,percent,1.4,1.5,0.005003445520822929
17044,17044,Indiana,2 wk ahead,Bin,percent,1.5,1.6,0.003006062119244981
17045,17045,Indiana,2 wk ahead,Bin,percent,1.6,1.7,0.0010086787176670326
17046,17046,Indiana,2 wk ahead,Bin,percent,1.7,1.8,0.003006062119244981
17047,17047,Indiana,2 wk ahead,Bin,percent,1.8,1.9,0.0010086787176670326
17048,17048,Indiana,2 wk ahead,Bin,percent,1.9,2.0,9.987016878058522e-06
17049,17049,Indiana,2 wk ahead,Bin,percent,2.0,2.1,9.987016878058522e-06
17050,17050,Indiana,2 wk ahead,Bin,percent,2.1,2.2,9.987016878058522e-06
17051,17051,Indiana,2 wk ahead,Bin,percent,2.2,2.3,9.987016878058522e-06
17052,17052,Indiana,2 wk ahead,Bin,percent,2.3,2.4,9.987016878058522e-06
17053,17053,Indiana,2 wk ahead,Bin,percent,2.4,2.5,9.987016878058522e-06
17054,17054,Indiana,2 wk ahead,Bin,percent,2.5,2.6,9.987016878058522e-06
17055,17055,Indiana,2 wk ahead,Bin,percent,2.6,2.7,9.987016878058522e-06
17056,17056,Indiana,2 wk ahead,Bin,percent,2.7,2.8,9.987016878058522e-06
17057,17057,Indiana,2 wk ahead,Bin,percent,2.8,2.9,9.987016878058522e-06
17058,17058,Indiana,2 wk ahead,Bin,percent,2.9,3.0,9.987016878058522e-06
17059,17059,Indiana,2 wk ahead,Bin,percent,3.0,3.1,9.987016878058522e-06
17060,17060,Indiana,2 wk ahead,Bin,percent,3.1,3.2,9.987016878058522e-06
17061,17061,Indiana,2 wk ahead,Bin,percent,3.2,3.3,9.987016878058522e-06
17062,17062,Indiana,2 wk ahead,Bin,percent,3.3,3.4,9.987016878058522e-06
17063,17063,Indiana,2 wk ahead,Bin,percent,3.4,3.5,9.987016878058522e-06
17064,17064,Indiana,2 wk ahead,Bin,percent,3.5,3.6,9.987016878058522e-06
17065,17065,Indiana,2 wk ahead,Bin,percent,3.6,3.7,9.987016878058522e-06
17066,17066,Indiana,2 wk ahead,Bin,percent,3.7,3.8,9.987016878058522e-06
17067,17067,Indiana,2 wk ahead,Bin,percent,3.8,3.9,9.987016878058522e-06
17068,17068,Indiana,2 wk ahead,Bin,percent,3.9,4.0,9.987016878058522e-06
17069,17069,Indiana,2 wk ahead,Bin,percent,4.0,4.1,9.987016878058522e-06
17070,17070,Indiana,2 wk ahead,Bin,percent,4.1,4.2,9.987016878058522e-06
17071,17071,Indiana,2 wk ahead,Bin,percent,4.2,4.3,9.987016878058522e-06
17072,17072,Indiana,2 wk ahead,Bin,percent,4.3,4.4,9.987016878058522e-06
17073,17073,Indiana,2 wk ahead,Bin,percent,4.4,4.5,9.987016878058522e-06
17074,17074,Indiana,2 wk ahead,Bin,percent,4.5,4.6,9.987016878058522e-06
17075,17075,Indiana,2 wk ahead,Bin,percent,4.6,4.7,9.987016878058522e-06
17076,17076,Indiana,2 wk ahead,Bin,percent,4.7,4.8,9.987016878058522e-06
17077,17077,Indiana,2 wk ahead,Bin,percent,4.8,4.9,9.987016878058522e-06
17078,17078,Indiana,2 wk ahead,Bin,percent,4.9,5.0,9.987016878058522e-06
17079,17079,Indiana,2 wk ahead,Bin,percent,5.0,5.1,9.987016878058522e-06
17080,17080,Indiana,2 wk ahead,Bin,percent,5.1,5.2,9.987016878058522e-06
17081,17081,Indiana,2 wk ahead,Bin,percent,5.2,5.3,9.987016878058522e-06
17082,17082,Indiana,2 wk ahead,Bin,percent,5.3,5.4,9.987016878058522e-06
17083,17083,Indiana,2 wk ahead,Bin,percent,5.4,5.5,9.987016878058522e-06
17084,17084,Indiana,2 wk ahead,Bin,percent,5.5,5.6,9.987016878058522e-06
17085,17085,Indiana,2 wk ahead,Bin,percent,5.6,5.7,9.987016878058522e-06
17086,17086,Indiana,2 wk ahead,Bin,percent,5.7,5.8,9.987016878058522e-06
17087,17087,Indiana,2 wk ahead,Bin,percent,5.8,5.9,9.987016878058522e-06
17088,17088,Indiana,2 wk ahead,Bin,percent,5.9,6.0,9.987016878058522e-06
17089,17089,Indiana,2 wk ahead,Bin,percent,6.0,6.1,9.987016878058522e-06
17090,17090,Indiana,2 wk ahead,Bin,percent,6.1,6.2,9.987016878058522e-06
17091,17091,Indiana,2 wk ahead,Bin,percent,6.2,6.3,9.987016878058522e-06
17092,17092,Indiana,2 wk ahead,Bin,percent,6.3,6.4,9.987016878058522e-06
17093,17093,Indiana,2 wk ahead,Bin,percent,6.4,6.5,9.987016878058522e-06
17094,17094,Indiana,2 wk ahead,Bin,percent,6.5,6.6,9.987016878058522e-06
17095,17095,Indiana,2 wk ahead,Bin,percent,6.6,6.7,9.987016878058522e-06
17096,17096,Indiana,2 wk ahead,Bin,percent,6.7,6.8,9.987016878058522e-06
17097,17097,Indiana,2 wk ahead,Bin,percent,6.8,6.9,9.987016878058522e-06
17098,17098,Indiana,2 wk ahead,Bin,percent,6.9,7.0,9.987016878058522e-06
17099,17099,Indiana,2 wk ahead,Bin,percent,7.0,7.1,9.987016878058522e-06
17100,17100,Indiana,2 wk ahead,Bin,percent,7.1,7.2,9.987016878058522e-06
17101,17101,Indiana,2 wk ahead,Bin,percent,7.2,7.3,9.987016878058522e-06
17102,17102,Indiana,2 wk ahead,Bin,percent,7.3,7.4,9.987016878058522e-06
17103,17103,Indiana,2 wk ahead,Bin,percent,7.4,7.5,9.987016878058522e-06
17104,17104,Indiana,2 wk ahead,Bin,percent,7.5,7.6,9.987016878058522e-06
17105,17105,Indiana,2 wk ahead,Bin,percent,7.6,7.7,9.987016878058522e-06
17106,17106,Indiana,2 wk ahead,Bin,percent,7.7,7.8,9.987016878058522e-06
17107,17107,Indiana,2 wk ahead,Bin,percent,7.8,7.9,9.987016878058522e-06
17108,17108,Indiana,2 wk ahead,Bin,percent,7.9,8.0,9.987016878058522e-06
17109,17109,Indiana,2 wk ahead,Bin,percent,8.0,8.1,9.987016878058522e-06
17110,17110,Indiana,2 wk ahead,Bin,percent,8.1,8.2,9.987016878058522e-06
17111,17111,Indiana,2 wk ahead,Bin,percent,8.2,8.3,9.987016878058522e-06
17112,17112,Indiana,2 wk ahead,Bin,percent,8.3,8.4,9.987016878058522e-06
17113,17113,Indiana,2 wk ahead,Bin,percent,8.4,8.5,9.987016878058522e-06
17114,17114,Indiana,2 wk ahead,Bin,percent,8.5,8.6,9.987016878058522e-06
17115,17115,Indiana,2 wk ahead,Bin,percent,8.6,8.7,9.987016878058522e-06
17116,17116,Indiana,2 wk ahead,Bin,percent,8.7,8.8,9.987016878058522e-06
17117,17117,Indiana,2 wk ahead,Bin,percent,8.8,8.9,9.987016878058522e-06
17118,17118,Indiana,2 wk ahead,Bin,percent,8.9,9.0,9.987016878058522e-06
17119,17119,Indiana,2 wk ahead,Bin,percent,9.0,9.1,9.987016878058522e-06
17120,17120,Indiana,2 wk ahead,Bin,percent,9.1,9.2,9.987016878058522e-06
17121,17121,Indiana,2 wk ahead,Bin,percent,9.2,9.3,9.987016878058522e-06
17122,17122,Indiana,2 wk ahead,Bin,percent,9.3,9.4,9.987016878058522e-06
17123,17123,Indiana,2 wk ahead,Bin,percent,9.4,9.5,9.987016878058522e-06
17124,17124,Indiana,2 wk ahead,Bin,percent,9.5,9.6,9.987016878058522e-06
17125,17125,Indiana,2 wk ahead,Bin,percent,9.6,9.7,9.987016878058522e-06
17126,17126,Indiana,2 wk ahead,Bin,percent,9.7,9.8,9.987016878058522e-06
17127,17127,Indiana,2 wk ahead,Bin,percent,9.8,9.9,9.987016878058522e-06
17128,17128,Indiana,2 wk ahead,Bin,percent,9.9,10.0,9.987016878058522e-06
17129,17129,Indiana,2 wk ahead,Bin,percent,10.0,10.1,9.987016878058522e-06
17130,17130,Indiana,2 wk ahead,Bin,percent,10.1,10.2,9.987016878058522e-06
17131,17131,Indiana,2 wk ahead,Bin,percent,10.2,10.3,9.987016878058522e-06
17132,17132,Indiana,2 wk ahead,Bin,percent,10.3,10.4,9.987016878058522e-06
17133,17133,Indiana,2 wk ahead,Bin,percent,10.4,10.5,9.987016878058522e-06
17134,17134,Indiana,2 wk ahead,Bin,percent,10.5,10.6,9.987016878058522e-06
17135,17135,Indiana,2 wk ahead,Bin,percent,10.6,10.7,9.987016878058522e-06
17136,17136,Indiana,2 wk ahead,Bin,percent,10.7,10.8,9.987016878058522e-06
17137,17137,Indiana,2 wk ahead,Bin,percent,10.8,10.9,9.987016878058522e-06
17138,17138,Indiana,2 wk ahead,Bin,percent,10.9,11.0,9.987016878058522e-06
17139,17139,Indiana,2 wk ahead,Bin,percent,11.0,11.1,9.987016878058522e-06
17140,17140,Indiana,2 wk ahead,Bin,percent,11.1,11.2,9.987016878058522e-06
17141,17141,Indiana,2 wk ahead,Bin,percent,11.2,11.3,9.987016878058522e-06
17142,17142,Indiana,2 wk ahead,Bin,percent,11.3,11.4,9.987016878058522e-06
17143,17143,Indiana,2 wk ahead,Bin,percent,11.4,11.5,9.987016878058522e-06
17144,17144,Indiana,2 wk ahead,Bin,percent,11.5,11.6,9.987016878058522e-06
17145,17145,Indiana,2 wk ahead,Bin,percent,11.6,11.7,9.987016878058522e-06
17146,17146,Indiana,2 wk ahead,Bin,percent,11.7,11.8,9.987016878058522e-06
17147,17147,Indiana,2 wk ahead,Bin,percent,11.8,11.9,9.987016878058522e-06
17148,17148,Indiana,2 wk ahead,Bin,percent,11.9,12.0,9.987016878058522e-06
17149,17149,Indiana,2 wk ahead,Bin,percent,12.0,12.1,9.987016878058522e-06
17150,17150,Indiana,2 wk ahead,Bin,percent,12.1,12.2,9.987016878058522e-06
17151,17151,Indiana,2 wk ahead,Bin,percent,12.2,12.3,9.987016878058522e-06
17152,17152,Indiana,2 wk ahead,Bin,percent,12.3,12.4,9.987016878058522e-06
17153,17153,Indiana,2 wk ahead,Bin,percent,12.4,12.5,9.987016878058522e-06
17154,17154,Indiana,2 wk ahead,Bin,percent,12.5,12.6,9.987016878058522e-06
17155,17155,Indiana,2 wk ahead,Bin,percent,12.6,12.7,9.987016878058522e-06
17156,17156,Indiana,2 wk ahead,Bin,percent,12.7,12.8,9.987016878058522e-06
17157,17157,Indiana,2 wk ahead,Bin,percent,12.8,12.9,9.987016878058522e-06
17158,17158,Indiana,2 wk ahead,Bin,percent,12.9,13.0,9.987016878058522e-06
17159,17159,Indiana,2 wk ahead,Bin,percent,13.0,100,9.987016878058522e-06
17160,17160,Indiana,3 wk ahead,Point,percent,,,1.6048403843768253
17161,17161,Indiana,3 wk ahead,Bin,percent,0.0,0.1,9.987016878058524e-06
17162,17162,Indiana,3 wk ahead,Bin,percent,0.1,0.2,0.0010086787176670326
17163,17163,Indiana,3 wk ahead,Bin,percent,0.2,0.3,0.012992979127134723
17164,17164,Indiana,3 wk ahead,Bin,percent,0.3,0.4,0.04794718865474882
17165,17165,Indiana,3 wk ahead,Bin,percent,0.4,0.5,0.0948856985918306
17166,17166,Indiana,3 wk ahead,Bin,percent,0.5,0.6,0.15280981723759113
17167,17167,Indiana,3 wk ahead,Bin,percent,0.6,0.7,0.1538085089383801
17168,17168,Indiana,3 wk ahead,Bin,percent,0.7,0.8,0.14681766703285729
17169,17169,Indiana,3 wk ahead,Bin,percent,0.8,0.9,0.11485953260761007
17170,17170,Indiana,3 wk ahead,Bin,percent,0.9,1.0,0.09788177369419754
17171,17171,Indiana,3 wk ahead,Bin,percent,1.0,1.1,0.04594980525317088
17172,17172,Indiana,3 wk ahead,Bin,percent,1.1,1.2,0.03496419654449217
17173,17173,Indiana,3 wk ahead,Bin,percent,1.2,1.3,0.02797335463896933
17174,17174,Indiana,3 wk ahead,Bin,percent,1.3,1.4,0.023978587835813442
17175,17175,Indiana,3 wk ahead,Bin,percent,1.4,1.5,0.01598905422950164
17176,17176,Indiana,3 wk ahead,Bin,percent,1.5,1.6,0.012992979127134723
17177,17177,Indiana,3 wk ahead,Bin,percent,1.6,1.7,0.0070008289224008785
17178,17178,Indiana,3 wk ahead,Bin,percent,1.7,1.8,0.0010086787176670326
17179,17179,Indiana,3 wk ahead,Bin,percent,1.8,1.9,0.003006062119244981
17180,17180,Indiana,3 wk ahead,Bin,percent,1.9,2.0,0.0010086787176670326
17181,17181,Indiana,3 wk ahead,Bin,percent,2.0,2.1,0.002007370418456007
17182,17182,Indiana,3 wk ahead,Bin,percent,2.1,2.2,9.987016878058524e-06
17183,17183,Indiana,3 wk ahead,Bin,percent,2.2,2.3,9.987016878058524e-06
17184,17184,Indiana,3 wk ahead,Bin,percent,2.3,2.4,9.987016878058524e-06
17185,17185,Indiana,3 wk ahead,Bin,percent,2.4,2.5,9.987016878058524e-06
17186,17186,Indiana,3 wk ahead,Bin,percent,2.5,2.6,9.987016878058524e-06
17187,17187,Indiana,3 wk ahead,Bin,percent,2.6,2.7,9.987016878058524e-06
17188,17188,Indiana,3 wk ahead,Bin,percent,2.7,2.8,9.987016878058524e-06
17189,17189,Indiana,3 wk ahead,Bin,percent,2.8,2.9,9.987016878058524e-06
17190,17190,Indiana,3 wk ahead,Bin,percent,2.9,3.0,9.987016878058524e-06
17191,17191,Indiana,3 wk ahead,Bin,percent,3.0,3.1,9.987016878058524e-06
17192,17192,Indiana,3 wk ahead,Bin,percent,3.1,3.2,9.987016878058524e-06
17193,17193,Indiana,3 wk ahead,Bin,percent,3.2,3.3,9.987016878058524e-06
17194,17194,Indiana,3 wk ahead,Bin,percent,3.3,3.4,9.987016878058524e-06
17195,17195,Indiana,3 wk ahead,Bin,percent,3.4,3.5,9.987016878058524e-06
17196,17196,Indiana,3 wk ahead,Bin,percent,3.5,3.6,9.987016878058524e-06
17197,17197,Indiana,3 wk ahead,Bin,percent,3.6,3.7,9.987016878058524e-06
17198,17198,Indiana,3 wk ahead,Bin,percent,3.7,3.8,9.987016878058524e-06
17199,17199,Indiana,3 wk ahead,Bin,percent,3.8,3.9,9.987016878058524e-06
17200,17200,Indiana,3 wk ahead,Bin,percent,3.9,4.0,9.987016878058524e-06
17201,17201,Indiana,3 wk ahead,Bin,percent,4.0,4.1,9.987016878058524e-06
17202,17202,Indiana,3 wk ahead,Bin,percent,4.1,4.2,9.987016878058524e-06
17203,17203,Indiana,3 wk ahead,Bin,percent,4.2,4.3,9.987016878058524e-06
17204,17204,Indiana,3 wk ahead,Bin,percent,4.3,4.4,9.987016878058524e-06
17205,17205,Indiana,3 wk ahead,Bin,percent,4.4,4.5,9.987016878058524e-06
17206,17206,Indiana,3 wk ahead,Bin,percent,4.5,4.6,9.987016878058524e-06
17207,17207,Indiana,3 wk ahead,Bin,percent,4.6,4.7,9.987016878058524e-06
17208,17208,Indiana,3 wk ahead,Bin,percent,4.7,4.8,9.987016878058524e-06
17209,17209,Indiana,3 wk ahead,Bin,percent,4.8,4.9,9.987016878058524e-06
17210,17210,Indiana,3 wk ahead,Bin,percent,4.9,5.0,9.987016878058524e-06
17211,17211,Indiana,3 wk ahead,Bin,percent,5.0,5.1,9.987016878058524e-06
17212,17212,Indiana,3 wk ahead,Bin,percent,5.1,5.2,9.987016878058524e-06
17213,17213,Indiana,3 wk ahead,Bin,percent,5.2,5.3,9.987016878058524e-06
17214,17214,Indiana,3 wk ahead,Bin,percent,5.3,5.4,9.987016878058524e-06
17215,17215,Indiana,3 wk ahead,Bin,percent,5.4,5.5,9.987016878058524e-06
17216,17216,Indiana,3 wk ahead,Bin,percent,5.5,5.6,9.987016878058524e-06
17217,17217,Indiana,3 wk ahead,Bin,percent,5.6,5.7,9.987016878058524e-06
17218,17218,Indiana,3 wk ahead,Bin,percent,5.7,5.8,9.987016878058524e-06
17219,17219,Indiana,3 wk ahead,Bin,percent,5.8,5.9,9.987016878058524e-06
17220,17220,Indiana,3 wk ahead,Bin,percent,5.9,6.0,9.987016878058524e-06
17221,17221,Indiana,3 wk ahead,Bin,percent,6.0,6.1,9.987016878058524e-06
17222,17222,Indiana,3 wk ahead,Bin,percent,6.1,6.2,9.987016878058524e-06
17223,17223,Indiana,3 wk ahead,Bin,percent,6.2,6.3,9.987016878058524e-06
17224,17224,Indiana,3 wk ahead,Bin,percent,6.3,6.4,9.987016878058524e-06
17225,17225,Indiana,3 wk ahead,Bin,percent,6.4,6.5,9.987016878058524e-06
17226,17226,Indiana,3 wk ahead,Bin,percent,6.5,6.6,9.987016878058524e-06
17227,17227,Indiana,3 wk ahead,Bin,percent,6.6,6.7,9.987016878058524e-06
17228,17228,Indiana,3 wk ahead,Bin,percent,6.7,6.8,9.987016878058524e-06
17229,17229,Indiana,3 wk ahead,Bin,percent,6.8,6.9,9.987016878058524e-06
17230,17230,Indiana,3 wk ahead,Bin,percent,6.9,7.0,9.987016878058524e-06
17231,17231,Indiana,3 wk ahead,Bin,percent,7.0,7.1,9.987016878058524e-06
17232,17232,Indiana,3 wk ahead,Bin,percent,7.1,7.2,9.987016878058524e-06
17233,17233,Indiana,3 wk ahead,Bin,percent,7.2,7.3,9.987016878058524e-06
17234,17234,Indiana,3 wk ahead,Bin,percent,7.3,7.4,9.987016878058524e-06
17235,17235,Indiana,3 wk ahead,Bin,percent,7.4,7.5,9.987016878058524e-06
17236,17236,Indiana,3 wk ahead,Bin,percent,7.5,7.6,9.987016878058524e-06
17237,17237,Indiana,3 wk ahead,Bin,percent,7.6,7.7,9.987016878058524e-06
17238,17238,Indiana,3 wk ahead,Bin,percent,7.7,7.8,9.987016878058524e-06
17239,17239,Indiana,3 wk ahead,Bin,percent,7.8,7.9,9.987016878058524e-06
17240,17240,Indiana,3 wk ahead,Bin,percent,7.9,8.0,9.987016878058524e-06
17241,17241,Indiana,3 wk ahead,Bin,percent,8.0,8.1,9.987016878058524e-06
17242,17242,Indiana,3 wk ahead,Bin,percent,8.1,8.2,9.987016878058524e-06
17243,17243,Indiana,3 wk ahead,Bin,percent,8.2,8.3,9.987016878058524e-06
17244,17244,Indiana,3 wk ahead,Bin,percent,8.3,8.4,9.987016878058524e-06
17245,17245,Indiana,3 wk ahead,Bin,percent,8.4,8.5,9.987016878058524e-06
17246,17246,Indiana,3 wk ahead,Bin,percent,8.5,8.6,9.987016878058524e-06
17247,17247,Indiana,3 wk ahead,Bin,percent,8.6,8.7,9.987016878058524e-06
17248,17248,Indiana,3 wk ahead,Bin,percent,8.7,8.8,9.987016878058524e-06
17249,17249,Indiana,3 wk ahead,Bin,percent,8.8,8.9,9.987016878058524e-06
17250,17250,Indiana,3 wk ahead,Bin,percent,8.9,9.0,9.987016878058524e-06
17251,17251,Indiana,3 wk ahead,Bin,percent,9.0,9.1,9.987016878058524e-06
17252,17252,Indiana,3 wk ahead,Bin,percent,9.1,9.2,9.987016878058524e-06
17253,17253,Indiana,3 wk ahead,Bin,percent,9.2,9.3,9.987016878058524e-06
17254,17254,Indiana,3 wk ahead,Bin,percent,9.3,9.4,9.987016878058524e-06
17255,17255,Indiana,3 wk ahead,Bin,percent,9.4,9.5,9.987016878058524e-06
17256,17256,Indiana,3 wk ahead,Bin,percent,9.5,9.6,9.987016878058524e-06
17257,17257,Indiana,3 wk ahead,Bin,percent,9.6,9.7,9.987016878058524e-06
17258,17258,Indiana,3 wk ahead,Bin,percent,9.7,9.8,9.987016878058524e-06
17259,17259,Indiana,3 wk ahead,Bin,percent,9.8,9.9,9.987016878058524e-06
17260,17260,Indiana,3 wk ahead,Bin,percent,9.9,10.0,9.987016878058524e-06
17261,17261,Indiana,3 wk ahead,Bin,percent,10.0,10.1,9.987016878058524e-06
17262,17262,Indiana,3 wk ahead,Bin,percent,10.1,10.2,9.987016878058524e-06
17263,17263,Indiana,3 wk ahead,Bin,percent,10.2,10.3,9.987016878058524e-06
17264,17264,Indiana,3 wk ahead,Bin,percent,10.3,10.4,9.987016878058524e-06
17265,17265,Indiana,3 wk ahead,Bin,percent,10.4,10.5,9.987016878058524e-06
17266,17266,Indiana,3 wk ahead,Bin,percent,10.5,10.6,9.987016878058524e-06
17267,17267,Indiana,3 wk ahead,Bin,percent,10.6,10.7,9.987016878058524e-06
17268,17268,Indiana,3 wk ahead,Bin,percent,10.7,10.8,9.987016878058524e-06
17269,17269,Indiana,3 wk ahead,Bin,percent,10.8,10.9,9.987016878058524e-06
17270,17270,Indiana,3 wk ahead,Bin,percent,10.9,11.0,9.987016878058524e-06
17271,17271,Indiana,3 wk ahead,Bin,percent,11.0,11.1,9.987016878058524e-06
17272,17272,Indiana,3 wk ahead,Bin,percent,11.1,11.2,9.987016878058524e-06
17273,17273,Indiana,3 wk ahead,Bin,percent,11.2,11.3,9.987016878058524e-06
17274,17274,Indiana,3 wk ahead,Bin,percent,11.3,11.4,9.987016878058524e-06
17275,17275,Indiana,3 wk ahead,Bin,percent,11.4,11.5,9.987016878058524e-06
17276,17276,Indiana,3 wk ahead,Bin,percent,11.5,11.6,9.987016878058524e-06
17277,17277,Indiana,3 wk ahead,Bin,percent,11.6,11.7,9.987016878058524e-06
17278,17278,Indiana,3 wk ahead,Bin,percent,11.7,11.8,9.987016878058524e-06
17279,17279,Indiana,3 wk ahead,Bin,percent,11.8,11.9,9.987016878058524e-06
17280,17280,Indiana,3 wk ahead,Bin,percent,11.9,12.0,9.987016878058524e-06
17281,17281,Indiana,3 wk ahead,Bin,percent,12.0,12.1,9.987016878058524e-06
17282,17282,Indiana,3 wk ahead,Bin,percent,12.1,12.2,9.987016878058524e-06
17283,17283,Indiana,3 wk ahead,Bin,percent,12.2,12.3,9.987016878058524e-06
17284,17284,Indiana,3 wk ahead,Bin,percent,12.3,12.4,9.987016878058524e-06
17285,17285,Indiana,3 wk ahead,Bin,percent,12.4,12.5,9.987016878058524e-06
17286,17286,Indiana,3 wk ahead,Bin,percent,12.5,12.6,9.987016878058524e-06
17287,17287,Indiana,3 wk ahead,Bin,percent,12.6,12.7,9.987016878058524e-06
17288,17288,Indiana,3 wk ahead,Bin,percent,12.7,12.8,9.987016878058524e-06
17289,17289,Indiana,3 wk ahead,Bin,percent,12.8,12.9,9.987016878058524e-06
17290,17290,Indiana,3 wk ahead,Bin,percent,12.9,13.0,9.987016878058524e-06
17291,17291,Indiana,3 wk ahead,Bin,percent,13.0,100,9.987016878058524e-06
17292,17292,Indiana,4 wk ahead,Point,percent,,,1.20259340968905
17293,17293,Indiana,4 wk ahead,Bin,percent,0.0,0.1,9.987016878058524e-06
17294,17294,Indiana,4 wk ahead,Bin,percent,0.1,0.2,0.002007370418456007
17295,17295,Indiana,4 wk ahead,Bin,percent,0.2,0.3,0.016987745930290614
17296,17296,Indiana,4 wk ahead,Bin,percent,0.3,0.4,0.043952421851592934
17297,17297,Indiana,4 wk ahead,Bin,percent,0.4,0.5,0.07790793967841804
17298,17298,Indiana,4 wk ahead,Bin,percent,0.5,0.6,0.09987915709577548
17299,17299,Indiana,4 wk ahead,Bin,percent,0.6,0.7,0.11885429941076599
17300,17300,Indiana,4 wk ahead,Bin,percent,0.7,0.8,0.11885429941076599
17301,17301,Indiana,4 wk ahead,Bin,percent,0.8,0.9,0.10587130730050932
17302,17302,Indiana,4 wk ahead,Bin,percent,0.9,1.0,0.08889354838709676
17303,17303,Indiana,4 wk ahead,Bin,percent,1.0,1.1,0.06991840607210628
17304,17304,Indiana,4 wk ahead,Bin,percent,1.1,1.2,0.06792102267052831
17305,17305,Indiana,4 wk ahead,Bin,percent,1.2,1.3,0.048945880355537805
17306,17306,Indiana,4 wk ahead,Bin,percent,1.3,1.4,0.02697466293818037
17307,17307,Indiana,4 wk ahead,Bin,percent,1.4,1.5,0.03796027164685909
17308,17308,Indiana,4 wk ahead,Bin,percent,1.5,1.6,0.010995595725556776
17309,17309,Indiana,4 wk ahead,Bin,percent,1.6,1.7,0.011994287426345748
17310,17310,Indiana,4 wk ahead,Bin,percent,1.7,1.8,0.01598905422950164
17311,17311,Indiana,4 wk ahead,Bin,percent,1.8,1.9,0.009996904024767802
17312,17312,Indiana,4 wk ahead,Bin,percent,1.9,2.0,0.004004753820033955
17313,17313,Indiana,4 wk ahead,Bin,percent,2.0,2.1,0.0050034455208229295
17314,17314,Indiana,4 wk ahead,Bin,percent,2.1,2.2,0.002007370418456007
17315,17315,Indiana,4 wk ahead,Bin,percent,2.2,2.3,0.0010086787176670326
17316,17316,Indiana,4 wk ahead,Bin,percent,2.3,2.4,0.004004753820033955
17317,17317,Indiana,4 wk ahead,Bin,percent,2.4,2.5,0.002007370418456007
17318,17318,Indiana,4 wk ahead,Bin,percent,2.5,2.6,0.002007370418456007
17319,17319,Indiana,4 wk ahead,Bin,percent,2.6,2.7,0.0010086787176670326
17320,17320,Indiana,4 wk ahead,Bin,percent,2.7,2.8,0.0010086787176670326
17321,17321,Indiana,4 wk ahead,Bin,percent,2.8,2.9,0.0010086787176670326
17322,17322,Indiana,4 wk ahead,Bin,percent,2.9,3.0,0.002007370418456007
17323,17323,Indiana,4 wk ahead,Bin,percent,3.0,3.1,9.987016878058524e-06
17324,17324,Indiana,4 wk ahead,Bin,percent,3.1,3.2,9.987016878058524e-06
17325,17325,Indiana,4 wk ahead,Bin,percent,3.2,3.3,9.987016878058524e-06
17326,17326,Indiana,4 wk ahead,Bin,percent,3.3,3.4,9.987016878058524e-06
17327,17327,Indiana,4 wk ahead,Bin,percent,3.4,3.5,9.987016878058524e-06
17328,17328,Indiana,4 wk ahead,Bin,percent,3.5,3.6,9.987016878058524e-06
17329,17329,Indiana,4 wk ahead,Bin,percent,3.6,3.7,9.987016878058524e-06
17330,17330,Indiana,4 wk ahead,Bin,percent,3.7,3.8,9.987016878058524e-06
17331,17331,Indiana,4 wk ahead,Bin,percent,3.8,3.9,9.987016878058524e-06
17332,17332,Indiana,4 wk ahead,Bin,percent,3.9,4.0,9.987016878058524e-06
17333,17333,Indiana,4 wk ahead,Bin,percent,4.0,4.1,9.987016878058524e-06
17334,17334,Indiana,4 wk ahead,Bin,percent,4.1,4.2,9.987016878058524e-06
17335,17335,Indiana,4 wk ahead,Bin,percent,4.2,4.3,9.987016878058524e-06
17336,17336,Indiana,4 wk ahead,Bin,percent,4.3,4.4,9.987016878058524e-06
17337,17337,Indiana,4 wk ahead,Bin,percent,4.4,4.5,9.987016878058524e-06
17338,17338,Indiana,4 wk ahead,Bin,percent,4.5,4.6,9.987016878058524e-06
17339,17339,Indiana,4 wk ahead,Bin,percent,4.6,4.7,9.987016878058524e-06
17340,17340,Indiana,4 wk ahead,Bin,percent,4.7,4.8,9.987016878058524e-06
17341,17341,Indiana,4 wk ahead,Bin,percent,4.8,4.9,9.987016878058524e-06
17342,17342,Indiana,4 wk ahead,Bin,percent,4.9,5.0,9.987016878058524e-06
17343,17343,Indiana,4 wk ahead,Bin,percent,5.0,5.1,9.987016878058524e-06
17344,17344,Indiana,4 wk ahead,Bin,percent,5.1,5.2,9.987016878058524e-06
17345,17345,Indiana,4 wk ahead,Bin,percent,5.2,5.3,9.987016878058524e-06
17346,17346,Indiana,4 wk ahead,Bin,percent,5.3,5.4,9.987016878058524e-06
17347,17347,Indiana,4 wk ahead,Bin,percent,5.4,5.5,9.987016878058524e-06
17348,17348,Indiana,4 wk ahead,Bin,percent,5.5,5.6,9.987016878058524e-06
17349,17349,Indiana,4 wk ahead,Bin,percent,5.6,5.7,9.987016878058524e-06
17350,17350,Indiana,4 wk ahead,Bin,percent,5.7,5.8,9.987016878058524e-06
17351,17351,Indiana,4 wk ahead,Bin,percent,5.8,5.9,9.987016878058524e-06
17352,17352,Indiana,4 wk ahead,Bin,percent,5.9,6.0,9.987016878058524e-06
